Siemens/DI	Parametres	V/Zone	V/Adresse	V/libelle	V/parentlibelle	V/modbusadresse
DI_Zone_0020_0002	/Siemens/DI/Cadam_Esterel_Recu_27_05_2019/20	20	2	 FOYER BIBLIOTHEQUE	 LOCAUX ZDA 20	418
DI_Zone_0020_0001	/Siemens/DI/Cadam_Esterel_Recu_27_05_2019/20	20	1	 HALL ENTREE COTE NORD	 LOCAUX ZDA 20	417
DI_Zone_0016_0012	/Siemens/DI/Cadam_Esterel_Recu_27_05_2019/16	16	12	 DM SORTIE RESTAURANT NORD	 DM NIVEAU R+1 ZDM 16	416
DI_Zone_0016_0011	/Siemens/DI/Cadam_Esterel_Recu_27_05_2019/16	16	11	 DM RESTAURANT CENTRE	 DM NIVEAU R+1 ZDM 16	415
DI_Zone_0016_0010	/Siemens/DI/Cadam_Esterel_Recu_27_05_2019/16	16	10	 DM SORTIE RESTAURANT SUD	 DM NIVEAU R+1 ZDM 16	414
DI_Zone_0012_0001	/Siemens/DI/Cadam_Esterel_Recu_27_05_2019/12	12	1	 HALL ENTREE CAFET/RESTAURANT SUD	 ENTREE CAFETERIA ZDA 12	401
DI_Zone_0015_0019	/Siemens/DI/Cadam_Esterel_Recu_27_05_2019/15	15	19	 PALIER HALL ESCALIERS SUD	 CUISINE ZDA 15	398
DI_Zone_0018_0002	/Siemens/DI/Cadam_Esterel_Recu_27_05_2019/18	18	2	 COULOIR COTE SUD FACE WC	 CIRCULATION ZDA 18	429
DI_Zone_0018_0001	/Siemens/DI/Cadam_Esterel_Recu_27_05_2019/18	18	1	 COULOIR COTE SUD	 CIRCULATION ZDA 18	428
DI_Zone_0020_0010	/Siemens/DI/Cadam_Esterel_Recu_27_05_2019/20	20	10	 SALLE POLYVALENTE COTE FENETRE	 LOCAUX ZDA 20	426
DI_Zone_0020_0009	/Siemens/DI/Cadam_Esterel_Recu_27_05_2019/20	20	9	 SALLE POLYVALENTE COTE FENETRE	 LOCAUX ZDA 20	425
DI_Zone_0020_0008	/Siemens/DI/Cadam_Esterel_Recu_27_05_2019/20	20	8	 SALLE POLYVALENTE COTE FENETRE	 LOCAUX ZDA 20	424
DI_Zone_0020_0007	/Siemens/DI/Cadam_Esterel_Recu_27_05_2019/20	20	7	 PALIER HALL ESCALIER SUD	 LOCAUX ZDA 20	423
DI_Zone_0020_0006	/Siemens/DI/Cadam_Esterel_Recu_27_05_2019/20	20	6	 SALLE POLYVALENTE	 LOCAUX ZDA 20	422
DI_Zone_0020_0005	/Siemens/DI/Cadam_Esterel_Recu_27_05_2019/20	20	5	 SALLE POLYVALENTE	 LOCAUX ZDA 20	421
DI_Zone_0021_0002	/Siemens/DI/Cadam_Esterel_Recu_27_05_2019/21	21	2	 DM HALL ENTREE NORD S.POLY	 DM NIVEAU R+2 ZDM 21	435
DI_Zone_0021_0001	/Siemens/DI/Cadam_Esterel_Recu_27_05_2019/21	21	1	 DM COULOIR SUD	 DM NIVEAU R+2 ZDM 21	434
DI_Zone_0017_0002	/Siemens/DI/Cadam_Esterel_Recu_27_05_2019/17	17	2	 DEPOT L.TECHNIQUE S.POLYVALENTE	 DEPOT ZDA 17	433
DI_Zone_0017_0001	/Siemens/DI/Cadam_Esterel_Recu_27_05_2019/17	17	1	 DEPOT LOCAL INTERIEUR	 DEPOT ZDA 17	432
DI_Zone_0019_0002	/Siemens/DI/Cadam_Esterel_Recu_27_05_2019/19	19	2	 LOCAL MACHINERIE M.CHARGE NORD	 LOCAUX TECHNIQUE ZDA 19	431
DI_Zone_0019_0001	/Siemens/DI/Cadam_Esterel_Recu_27_05_2019/19	19	1	 LOCAL TECHNIQUE CTA	 LOCAUX TECHNIQUE ZDA 19	430
DI_Zone_0020_0011	/Siemens/DI/Cadam_Esterel_Recu_27_05_2019/20	20	11	 PALIER HALL ESCALIER NORD	 LOCAUX ZDA 20	427
